koi_period,koi_duration,koi_depth,koi_model_snr,koi_prad,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_impact,koi_steff,koi_slogg,koi_srad,koi_period_err1,koi_depth_err1,koi_duration_err1,label
1.703347524,3.3039,504410.0,1288.0,47.62,0.0,0,1,0,0,0.223,5325.0,4.657,0.648,1.08e-07,380.0,0.00222,eclipsing_binary
1.70332915,1.663,98.5,8.9,0.86,0.0,0,0,1,1,0.307,5749.0,4.547,0.864,1.303e-05,13.3,0.175,blend
20.413812,5.806,496.4,11.6,16.5,0.0,0,0,1,0,1.158,5514.0,4.569,0.826,0.0003221,52.6,0.748,blend
7.363572395,5.7545,129700.0,224.9,82.22,0.0,1,0,0,0,0.922,6793.0,4.208,1.508,5.212e-06,677.0,0.0332,false_positive
1.120997701,11.243,145.6,58.1,66.58,0.0,0,1,0,0,1.114,6720.0,3.373,4.845,6.002e-06,7.2,0.773,eclipsing_binary
1.874967748,10.0159,31526.0,1566.6,378.99,0.0,0,1,0,0,0.817,4588.0,2.232,18.328,3.31e-07,38.6,0.0134,eclipsing_binary
2.40440112,5.49,27.1,16.7,0.42,0.0,0,0,1,1,0.669,5433.0,4.55,0.769,3.062e-05,1.9,0.348,blend
21.926779,10.05,198.6,10.5,1.26,0.0,0,0,1,1,0.542,5853.0,4.544,0.868,0.0006572,41.1,1.3,blend
6.27651592,1.973,166.0,8.9,0.65,0.951,0,0,0,0,0.172,3914.0,4.748,0.515,5.872e-05,22.9,0.202,candidate
3.115304946,4.88748,149520.0,1398.8,61.66,0.0,0,1,0,0,0.89,6367.0,4.419,1.087,2.65e-07,101.0,0.003,eclipsing_binary
12.4261809,29.09,92.2,39.0,1.88,0.0,1,0,1,1,0.98,5948.0,4.106,1.432,0.0003848,2.6,2.0,blend
2.158398259,8.1633,93038.0,217.0,101.02,0.0,0,1,0,0,0.996,5210.0,3.778,1.946,2.315e-06,575.0,0.0885,eclipsing_binary
2.2127498,3.054,22.7,9.3,0.68,0.0,0,0,0,1,0.229,6195.0,4.106,1.405,0.0001046,2.9,0.459,false_positive
0.776976021,1.95401,21245.0,1582.9,48.15,0.0,1,0,0,0,1.222,5999.0,4.423,1.042,3.1e-08,4.6,0.00344,false_positive
2.25353739,5.74622,182830.0,904.8,96.65,0.0,0,1,0,0,0.82,6951.0,4.119,1.662,4.09e-07,225.0,0.00861,eclipsing_binary
17.99646148,4.65638,62755.0,1951.8,114.45,0.0,0,1,0,0,1.091,5684.0,3.788,2.249,1.252e-06,23.6,0.00238,eclipsing_binary
1.386249249,2.99104,47188.0,560.0,78.6,0.0,0,1,0,0,1.135,6226.0,4.135,1.594,2.3e-07,86.9,0.00809,eclipsing_binary
0.566795728,2.79,18.9,12.4,0.64,0.0,1,0,1,1,0.653,6130.0,4.151,1.393,5.428e-06,2.2,0.691,blend
0.566780836,4.937,60.9,18.7,0.75,0.0,1,0,1,1,0.005,5949.0,4.493,0.962,6.531e-06,6.5,0.331,blend
15.44605962,4.5963,330910.0,2025.2,52.93,0.0,0,1,0,0,0.3,5838.0,4.529,0.897,8.61e-07,265.0,0.00183,eclipsing_binary
1.790518325,3.34624,61542.0,2493.3,32.19,0.276,0,0,0,0,0.643,6586.0,4.319,1.219,7.4e-08,28.3,0.00323,candidate
40.7698541,2.997,239.8,8.8,1.87,0.987,0,0,0,0,0.202,5884.0,4.306,1.21,0.0006192,39.1,0.501,candidate
7.140373046,7.07032,205260.0,3250.0,61.56,0.0,0,1,0,0,0.309,5945.0,4.168,1.333,4.56e-07,80.2,0.00262,eclipsing_binary
2.496328637,2.73115,20527.0,1412.4,112.28,0.003,0,1,0,0,1.199,6757.0,3.842,2.615,1.43e-07,25.0,0.00138,eclipsing_binary
16.31328124,4.45731,71589.0,982.3,30.85,0.0,0,1,0,0,0.768,6008.0,4.44,1.006,2.156e-06,118.0,0.00732,eclipsing_binary
5.01880305,1.823,98.7,10.3,1.08,0.981,0,0,0,0,0.172,6220.0,4.398,1.083,3.882e-05,11.5,0.187,candidate
1.50650745,2.622,27.8,14.4,1.13,0.0,0,1,0,1,0.677,6839.0,4.003,2.02,1.536e-05,2.4,0.287,eclipsing_binary
1.583334941,4.4854,177070.0,368.8,52.0,0.0,0,1,0,0,0.781,5846.0,4.472,0.953,5.59e-07,565.0,0.0191,eclipsing_binary
1.374249107,5.3181,136660.0,520.3,96.85,0.0,0,1,0,0,0.771,7053.0,3.958,2.121,4.07e-07,372.0,0.0167,eclipsing_binary
8.4804737,6.157,337.0,14.5,1.85,0.0,0,0,1,1,0.33,6092.0,4.471,0.998,0.0001176,27.3,0.31,blend
4.994773558,4.48893,259760.0,5742.0,62.69,0.0,0,1,0,0,0.416,6253.0,4.271,1.181,1.1e-07,34.4,0.00068,eclipsing_binary
1.105094098,4.38191,730500.0,3732.8,267.59,0.0,0,1,0,0,0.161,8011.0,3.773,2.927,2.9e-08,507.0,0.00326,eclipsing_binary
0.8170226,2.974,167700.0,240.1,57.56,0.0,0,1,0,0,0.843,5780.0,4.438,1.0,4.69e-07,830.0,0.0184,eclipsing_binary
7.143708297,5.83451,202680.0,2368.6,44.78,0.0,0,1,0,0,0.162,5655.0,4.386,0.992,5.18e-07,106.0,0.00299,eclipsing_binary
0.952377862,4.0869,2122.3,390.8,28.44,0.0,0,1,1,1,1.248,5662.0,4.524,0.863,2.98e-07,6.7,0.0164,eclipsing_binary
1.941635737,2.46683,69814.0,1243.7,59.71,0.019,0,1,0,0,1.071,6525.0,4.381,1.161,1.19e-07,12.2,0.00121,eclipsing_binary
0.539445498,2.2821,25302.0,511.4,68.65,0.0,0,1,0,0,1.214,6486.0,4.174,1.456,7.5e-08,34.3,0.00523,eclipsing_binary
2.52122764,2.249,127.3,8.9,0.91,0.0,0,0,1,1,0.298,5546.0,4.575,0.81,2.407e-05,16.8,0.259,blend
8.202869679,7.29811,345940.0,6499.9,110.46,0.0,0,1,0,0,0.561,6060.0,4.059,1.643,2.53e-07,24.0,0.00084,eclipsing_binary
3.442714533,3.36034,60039.0,964.8,47.02,0.0,0,1,0,0,1.142,5819.0,4.501,0.861,3.74e-07,48.4,0.00368,eclipsing_binary
475.91706,22.86,967.3,15.3,28.22,0.0,1,1,1,1,1.222,5334.0,4.372,1.004,0.02827,88.0,2.6,eclipsing_binary
4.88446644,2.057,221.0,9.1,0.84,0.891,0,0,0,0,0.776,3883.0,4.725,0.517,6.256e-05,32.0,0.29,candidate
3.03359398,4.026,95.6,12.3,1.55,0.899,0,0,0,0,0.023,5557.0,4.037,1.616,3.558e-05,8.8,0.224,candidate
9.3888216,4.154,192.7,9.6,20.91,0.842,0,0,0,0,1.14,5846.0,4.278,1.24,0.0001653,30.6,0.818,candidate
2.115510941,7.2877,415160.0,1351.5,191.42,0.0,0,1,0,0,0.492,7563.0,3.883,2.638,3.11e-07,377.0,0.00772,eclipsing_binary
1.015044104,10.994,158.2,33.6,1.98,0.0,1,0,1,1,0.984,5910.0,4.318,1.124,8.678e-06,10.8,0.562,blend
3.711013336,3.31024,24989.0,757.0,55.69,0.0,0,1,0,0,1.192,6338.0,4.256,1.247,4.04e-07,28.1,0.00338,eclipsing_binary
2.97586085,4.513,105.9,9.1,0.85,0.0,1,0,0,1,0.117,5481.0,4.508,0.835,5.996e-05,13.9,0.799,false_positive
18.839487435,5.62797,182720.0,2003.1,45.2,0.0,0,1,0,0,0.421,6208.0,4.454,1.024,1.42e-06,119.0,0.00325,eclipsing_binary
4.426344495,5.84235,276140.0,732.5,78.3,0.0,0,1,0,0,0.668,6228.0,4.277,1.226,6.88e-07,487.0,0.00766,eclipsing_binary
0.957823876,3.7232,104690.0,454.1,110.91,0.0,0,1,0,0,0.992,5908.0,3.865,2.033,2.16e-07,278.0,0.0124,eclipsing_binary
30.960216668,15.4308,340410.0,4578.3,62.08,0.0,0,1,0,0,0.58,5291.0,4.423,0.926,2.794e-06,85.8,0.00441,eclipsing_binary
2.470283788,7.8391,193830.0,967.7,157.82,0.0,0,1,0,0,0.804,7823.0,3.885,2.675,5.22e-07,222.0,0.0109,eclipsing_binary
1.23513471,5.44,42.8,12.0,0.7,0.0,0,0,1,1,0.716,5930.0,4.436,0.997,3.218e-05,4.7,0.589,blend
10.217121652,4.35647,205220.0,3617.5,81.1,0.0,0,1,0,0,0.786,5931.0,4.196,1.349,3.6e-07,54.2,0.00062,eclipsing_binary
0.618060842,1.892,25.1,9.6,0.51,0.0,0,0,1,0,0.944,5339.0,4.503,0.793,5.394e-06,3.2,0.231,blend
0.759764419,5.72501,393270.0,1728.1,138.54,0.0,0,1,0,0,0.545,5807.0,3.93,1.909,6.5e-08,224.0,0.00937,eclipsing_binary
2.6528082,2.297,153.1,9.8,1.17,0.997,0,0,0,0,0.434,5778.0,4.48,0.935,3.433e-05,19.4,0.392,candidate
12.4232158,17.67,261.5,23.6,1.3,0.0,1,0,1,1,0.245,5497.0,4.577,0.809,0.000499,24.1,3.9,blend
4.3206933,50.68,147.9,35.7,1.66,0.0,1,0,1,0,0.973,6225.0,4.45,1.031,0.0002215,8.1,2.5,blend
16.486796364,7.06797,48943.0,3181.5,46.92,0.0,0,1,0,0,0.309,6020.0,3.86,2.097,1.064e-06,19.3,0.00222,eclipsing_binary
20.148807707,8.52557,526950.0,3487.5,68.52,0.0,0,1,0,0,0.215,5547.0,4.447,0.918,1.422e-06,253.0,0.00334,eclipsing_binary
1.142946648,3.40234,412550.0,1054.4,43.5,0.0,0,1,0,0,0.479,5058.0,4.651,0.608,1e-07,231.0,0.00326,eclipsing_binary
7.217010987,4.4215,78714.0,1307.0,89.71,0.0,0,1,0,0,1.287,6047.0,4.246,1.211,7.03e-07,63.9,0.00538,eclipsing_binary
0.566791802,2.2,49.3,15.6,0.66,0.0,1,0,0,1,0.679,5691.0,4.544,0.887,4.145e-06,3.7,0.155,false_positive
2.245738777,8.61629,483490.0,2121.8,99.05,0.0,1,0,0,0,0.397,6508.0,4.287,1.312,2.28e-07,236.0,0.00562,false_positive
2.24572117,3.88,48.2,13.6,0.74,0.0,0,1,1,1,0.596,6158.0,4.455,1.026,2.335e-05,4.2,0.302,eclipsing_binary
2.316171991,4.03025,251480.0,2338.3,49.53,0.0,0,1,0,0,0.7,5932.0,4.58,0.795,1.11e-07,34.7,0.00119,eclipsing_binary
0.566813319,3.752,129.1,17.0,23.19,0.0,1,0,0,0,1.196,6108.0,4.466,1.03,4.78e-06,12.1,0.57,false_positive
28.787257509,13.953,49618.0,1292.0,91.26,0.0,1,0,0,0,0.559,5154.0,3.461,3.981,9.772e-06,46.4,0.0185,false_positive
0.835315046,2.45449,16876.0,939.5,30.54,0.0,0,1,0,0,1.224,5009.0,4.584,0.69,6.7e-08,9.2,0.00169,eclipsing_binary
26.0164225,4.1768,41109.0,285.4,61.04,0.0,0,1,0,0,1.147,6287.0,4.231,1.28,0.000172,159.0,0.015,eclipsing_binary
6.29340543,3.024,96.4,8.7,1.08,0.943,0,0,0,0,0.431,6214.0,4.442,1.076,9.826e-05,13.9,0.413,candidate
0.706430188,1.301,50.8,11.0,0.41,0.0,0,0,1,1,0.288,5037.0,4.689,0.568,4.925e-06,5.9,0.146,blend
0.78430061,2.952,254.7,20.5,1.14,0.167,0,0,0,0,0.659,5176.0,4.589,0.681,3.937e-05,16.7,0.242,candidate
2.665875491,7.59461,161390.0,2274.7,67.43,0.0,0,1,0,0,0.878,6234.0,4.351,1.159,2.55e-07,76.8,0.00451,eclipsing_binary
2.6658312,5.771,40.8,12.4,0.99,0.0,0,0,0,1,0.864,6276.0,4.17,1.353,0.0001529,4.3,0.562,false_positive
2.52557582,2.32,35.4,10.7,0.62,0.842,0,0,0,0,0.372,5821.0,4.421,1.036,2.836e-05,4.1,0.276,candidate
2.028512246,5.00309,121560.0,1545.8,50.28,0.0,0,1,0,0,0.871,6105.0,4.412,1.025,1.95e-07,85.2,0.00622,eclipsing_binary
1.332545609,3.997,278.2,31.4,28.37,0.0,0,0,1,1,0.582,5154.0,2.435,16.486,8.532e-06,15.6,0.618,blend
1.33256256,3.088,174.9,11.9,16.03,0.0,0,0,1,1,0.137,4601.0,2.321,12.581,1.565e-05,18.4,0.375,blend
1.33258981,3.987,78.4,16.1,0.67,0.0,0,0,1,1,0.223,5309.0,4.595,0.763,1.496e-05,5.9,0.308,blend
1.284241817,1.965,166.5,13.3,1.18,0.756,0,0,0,0,0.029,5849.0,4.517,0.919,6.544e-06,15.3,0.127,candidate
2.161583501,4.0537,50163.0,239.2,29.61,0.008,0,1,0,0,0.715,5888.0,4.167,1.219,1.096e-06,297.0,0.0283,eclipsing_binary
8.7396758,3.866,1431.0,15.6,3.29,0.994,0,0,0,0,0.957,4406.0,4.643,0.628,0.0003092,107.0,0.266,candidate
4.627775175,3.4079,5675.1,197.5,32.62,0.0,0,1,0,0,1.248,5845.0,4.541,0.874,2.07e-06,33.6,0.0199,eclipsing_binary
6.096030635,18.4531,901660.0,4885.3,406.97,0.0,0,1,0,0,0.642,7598.0,3.867,2.692,5.78e-07,217.0,0.0083,eclipsing_binary
0.577844035,4.291,320.4,94.0,18.93,0.0,0,1,1,1,1.194,5693.0,4.57,0.816,7.61e-07,4.5,0.113,eclipsing_binary
1.75147897,7.89,76.7,68.2,1.8,0.0,1,0,0,0,0.008,6823.0,4.04,2.037,1.111e-05,8.3,2.3,false_positive
3.17796408,0.542,47.7,6.0,0.74,0.939,0,0,0,0,0.901,5061.0,4.488,0.841,1.868e-05,8.6,0.142,candidate
3.05293416,2.155,227.5,10.1,1.18,0.996,0,0,0,0,0.328,5311.0,4.588,0.788,2.809e-05,27.3,0.232,candidate
36.2530992,4.73,152.1,8.3,1.43,0.619,0,0,0,0,0.721,6002.0,4.424,1.081,0.0009613,35.7,1.4,candidate
7.5017934,4.271,134.8,9.8,1.32,0.996,0,0,0,0,0.286,6321.0,4.417,1.125,0.0001461,15.3,0.337,candidate
0.912351255,1.072,111.8,9.1,1.46,1.0,0,0,0,0,0.956,5481.0,4.369,1.036,5.861e-06,16.9,0.168,candidate
12.4701111,3.616,89.7,9.3,2.06,0.709,0,0,0,0,0.569,5623.0,3.877,2.109,0.0001809,13.4,0.465,candidate
3.495457889,6.9796,114620.0,724.0,84.49,0.0,0,1,0,0,0.965,8529.0,4.249,1.558,9.35e-07,184.0,0.0126,eclipsing_binary
4.01668015,2.2828,38007.0,87.9,22.11,0.0,0,1,0,0,0.911,5448.0,4.497,0.794,3.246e-06,507.0,0.0368,eclipsing_binary
0.806277023,7.275,70.8,37.9,0.89,0.0,0,1,1,0,0.697,6122.0,4.471,0.996,4.947e-06,3.8,0.312,eclipsing_binary
0.513482156,2.732,91.6,12.6,0.83,0.0,1,0,1,1,0.004,5495.0,4.495,0.882,4.986e-06,9.5,0.268,blend
4.24748886,3.053,121.0,10.0,1.01,0.001,0,0,1,0,0.242,5807.0,4.524,0.922,5.956e-05,16.0,0.422,blend
1.000012952,1.221,36.0,11.9,2.12,0.002,0,0,1,0,0.097,5176.0,3.534,3.605,3.956e-06,4.5,0.111,blend
0.878803439,2.74503,410720.0,524.8,51.97,0.0,0,1,0,0,0.467,4524.0,4.566,0.737,1.29e-07,985.0,0.00815,eclipsing_binary
8.65303996,1.091,497.0,14.7,1.88,0.0,0,1,0,1,0.369,5301.0,4.528,0.84,2.929e-05,46.6,0.13,eclipsing_binary
12.4257442,29.122,936.0,49.6,8.43,0.0,1,0,1,1,0.963,8691.0,4.072,2.193,0.0001374,25.8,0.335,blend
12.4254241,24.98,378.9,36.0,2.17,0.0,1,0,1,1,0.938,5853.0,4.529,0.895,0.0003351,12.3,1.0,blend
1.75251585,3.489,125.9,14.2,1.02,0.0,0,0,0,1,0.738,5952.0,4.554,0.844,3.349e-05,10.0,0.534,false_positive
8.27923132,2.355,164.9,10.9,1.08,0.0,0,0,1,0,0.187,5631.0,4.557,0.847,7.245e-05,17.6,0.204,blend
2.212877035,4.66961,376200.0,2731.0,69.18,0.0,0,1,0,0,0.518,6153.0,4.405,1.0,1.05e-07,65.4,0.00119,eclipsing_binary
0.845097627,1.873,86.5,10.7,0.78,0.001,0,0,1,0,0.717,5252.0,4.593,0.783,5.517e-06,9.6,0.219,blend
0.566803996,3.399,141.6,23.4,0.64,0.0,1,0,0,1,0.123,4373.0,4.722,0.544,3.416e-06,8.3,0.147,false_positive
0.566799927,4.71,145.1,28.9,0.77,0.0,1,0,0,1,0.188,5092.0,4.671,0.645,4.907e-06,9.1,0.555,false_positive
0.566786121,3.404,81.8,14.0,0.79,0.0,1,0,0,1,0.591,5603.0,4.556,0.846,4.835e-06,9.4,0.521,false_positive
0.566802891,1.861,49.2,14.4,1.29,0.0,0,0,1,1,0.628,6487.0,4.08,1.748,3.546e-06,4.5,0.161,blend
32.440339204,4.50984,287600.0,2177.0,44.56,0.0,0,1,0,0,0.645,5081.0,4.578,0.696,1.734e-06,74.1,0.00165,eclipsing_binary
2.62387291,4.61248,232470.0,2607.6,74.23,0.0,0,1,0,0,0.49,6728.0,4.206,1.46,1.31e-07,131.0,0.00147,eclipsing_binary
3.671661096,4.29947,129240.0,3152.6,105.82,0.0,1,0,0,0,0.923,7343.0,4.02,1.94,1.45e-07,12.2,0.00188,false_positive
17.329965871,8.43812,252720.0,1938.7,42.58,0.0,0,1,0,0,0.705,5079.0,4.588,0.683,2.147e-06,148.0,0.00591,eclipsing_binary
1.890227354,3.855,112260.0,252.0,42.05,0.0,0,1,0,0,0.957,5356.0,4.589,0.78,8.63e-07,522.0,0.0238,eclipsing_binary
1.38718209,2.595,45.5,7.2,0.68,0.0,0,0,1,1,0.28,6122.0,4.471,0.996,3.59e-05,8.5,0.849,blend
7.918267,3.478,83.7,8.4,0.93,0.999,0,0,0,0,0.219,5966.0,4.418,1.016,0.0001842,12.4,0.687,candidate
3.138580493,4.16343,233340.0,2387.8,59.24,0.0,0,1,0,0,0.619,5593.0,4.311,1.083,1.42e-07,131.0,0.00113,eclipsing_binary
10.2170589,2.259,121.3,7.9,1.17,0.791,0,0,0,0,0.132,6211.0,4.384,1.054,0.0002154,17.7,0.659,candidate
2.14344093,3.9741,133320.0,645.9,28.69,0.0,0,1,0,0,0.686,4817.0,4.624,0.7,3.6e-07,352.0,0.0111,eclipsing_binary
9.058487716,4.14334,127970.0,2098.9,20.51,0.0,0,1,0,0,0.213,4340.0,4.671,0.573,5.19e-07,77.2,0.00331,eclipsing_binary
2.856085147,4.5776,173840.0,422.1,88.52,0.0,0,1,0,0,0.841,6604.0,4.178,1.526,3.54e-06,482.0,0.0116,eclipsing_binary
39.238141571,6.07183,439210.0,969.3,90.93,0.0,0,1,0,0,0.459,6599.0,4.35,1.234,7.223e-06,512.0,0.00884,eclipsing_binary
53.7406575,47.2475,116720.0,3568.1,25.44,0.0,1,0,0,0,0.386,5288.0,4.577,0.737,2.017e-05,40.7,0.0225,false_positive
7.436016459,4.16284,106530.0,742.1,31.39,0.0,0,1,0,0,0.433,6214.0,4.501,0.933,1.236e-06,184.0,0.00842,eclipsing_binary
14.361021578,13.2895,459880.0,2599.0,45.9,0.0,0,1,0,0,0.003,5229.0,4.607,0.668,1.962e-06,212.0,0.00588,eclipsing_binary
14.844240386,6.83577,83412.0,4542.8,28.97,0.0,0,1,0,0,0.275,6161.0,4.367,0.988,6.03e-07,21.6,0.00169,eclipsing_binary
4.42158021,10.4532,61032.0,370.6,188.89,0.0,0,1,0,0,1.146,8026.0,3.65,3.461,3.948e-06,212.0,0.0541,eclipsing_binary
3.14735789,3.643,51.8,9.3,3.45,1.0,0,0,0,0,0.03,5189.0,3.352,4.93,5.341e-05,6.6,0.318,candidate
10.116144515,2.70314,58144.0,1144.8,17.21,0.0,0,1,0,0,0.879,4717.0,4.737,0.519,7e-07,48.3,0.00372,eclipsing_binary
1.953285321,1.67598,1520.3,237.7,151.56,0.0,0,1,0,0,1.312,6450.0,3.501,3.928,4.67e-07,5.6,0.00914,eclipsing_binary
2.61090223,1.976,222.5,10.7,1.8,0.763,0,0,0,0,0.813,5514.0,4.345,1.071,2.113e-05,24.8,0.201,candidate
17.6637979,6.194,67.9,9.7,2.98,0.913,0,0,0,0,0.695,5734.0,3.591,3.405,0.0006405,8.4,0.912,candidate
3.471399214,5.07707,92285.0,3230.4,89.62,0.0,0,1,0,1,1.014,6026.0,4.101,1.689,1.56e-07,16.7,0.00142,eclipsing_binary
4.176929219,5.2003,70355.0,187.0,31.35,0.0,0,1,0,0,0.984,5462.0,4.628,0.708,3.443e-06,466.0,0.0607,eclipsing_binary
8.1770751,4.608,44.3,10.6,0.83,0.984,0,0,0,0,0.456,6501.0,4.281,1.209,0.0001308,4.7,0.352,candidate
569.45051,9.63,425.4,8.2,1.96,0.0,1,0,0,0,0.001,6117.0,4.496,0.947,0.0328,60.7,2.3,false_positive
18.11208877,6.7828,116630.0,217.7,96.62,0.0,0,1,0,0,0.982,7323.0,4.167,1.722,1.574e-05,666.0,0.0578,eclipsing_binary
4.84505985,2.078,298.4,10.7,1.54,1.0,0,0,0,0,0.903,4337.0,4.581,0.714,3.19e-05,33.8,0.182,candidate
8.665259912,3.1088,1840.6,181.4,82.42,0.0,0,1,0,0,1.269,6071.0,3.796,2.389,4.622e-06,12.0,0.022,eclipsing_binary
4.726086185,4.39793,181820.0,1564.3,41.38,0.0,0,1,0,0,0.651,5873.0,4.547,0.863,3.77e-07,180.0,0.0038,eclipsing_binary
623.70774,6.688,250.9,10.2,1.81,0.113,0,0,0,0,0.003,6626.0,4.347,1.132,0.01157,27.7,0.488,candidate
1.51945182,2.95,13.7,9.6,0.5,0.0,1,0,0,1,0.599,6168.0,4.25,1.307,3.427e-05,2.1,1.1,false_positive
5.082523739,5.04732,276280.0,5286.2,61.88,0.0,0,1,0,0,0.269,6507.0,4.343,1.145,1.45e-07,49.2,0.00168,eclipsing_binary
74.985292949,6.23451,105350.0,1754.8,49.22,0.0,0,1,0,0,0.987,5955.0,4.52,0.91,7.707e-06,64.9,0.00458,eclipsing_binary
25.762056721,14.8694,447720.0,3469.5,74.87,0.0,0,1,0,0,0.445,5539.0,4.393,1.027,3.116e-06,156.0,0.0058,eclipsing_binary
1.195516859,6.17216,513810.0,1153.4,75.54,0.0,0,1,0,1,0.327,5780.0,4.438,1.0,1.69e-07,717.0,0.00761,eclipsing_binary
1.995728294,6.43532,251880.0,1496.5,45.2,0.0,0,1,0,0,0.465,5807.0,4.455,0.861,2.49e-07,279.0,0.00653,eclipsing_binary
10.768391927,12.5252,107380.0,2085.7,52.8,0.0,1,0,0,0,0.001,5226.0,3.97,1.643,1.694e-06,59.4,0.00532,false_positive
0.733724504,2.208,45.9,21.4,0.96,0.0,1,0,0,0,0.257,6175.0,4.099,1.405,3.581e-06,2.6,0.135,false_positive
1.28940823,3.652,32.1,10.3,2.48,0.889,0,0,0,0,0.628,5826.0,3.465,4.189,1.768e-05,3.6,0.455,candidate
12.155241119,6.84353,85532.0,1767.8,34.62,0.0,0,1,0,0,0.825,5761.0,4.413,0.932,1.336e-06,74.7,0.00676,eclipsing_binary
4.48559215,0.8161,2265.0,15.0,0.95,1.0,0,0,0,0,0.442,3236.0,5.097,0.193,1.142e-05,203.0,0.0857,transit
0.566811926,4.181,82.6,22.5,0.91,0.0,1,0,0,1,0.681,6165.0,4.474,0.942,3.001e-06,5.7,0.151,false_positive
1.69421771,4.161,91.1,15.0,0.74,0.057,0,0,1,0,0.734,5402.0,4.591,0.717,2.069e-05,7.4,0.352,blend
13.8086331,3.613,207.1,9.0,1.09,0.945,0,0,0,0,0.029,5515.0,4.568,0.761,0.0002389,27.0,0.428,candidate
2.739477089,3.18229,32096.0,593.6,50.48,0.0,0,1,0,0,1.189,6469.0,4.431,1.056,3.64e-07,50.0,0.00445,eclipsing_binary
4.028671454,8.12253,113970.0,2152.8,52.42,0.0,0,1,0,0,0.294,6327.0,4.168,1.528,4.39e-07,64.0,0.00609,eclipsing_binary
0.687004402,3.829,93.7,45.0,2.89,0.0,1,0,0,0,0.689,6240.0,3.684,2.803,3.11e-06,2.8,0.163,false_positive
0.91839938,4.479,152.1,16.8,1.0,0.0,0,1,0,1,0.519,5222.0,4.556,0.795,1.423e-05,11.8,0.543,eclipsing_binary
0.94356284,5.721,13.4,16.0,0.76,0.0,1,0,0,0,0.569,7693.0,4.083,1.984,5.088e-05,2.4,0.431,false_positive
2.243569483,4.14769,66328.0,1107.7,21.11,0.658,0,1,0,0,0.381,6081.0,4.526,0.801,2.49e-07,75.1,0.00502,candidate
82.78482,7.52,190.4,8.4,2.16,0.742,0,0,0,0,0.682,5749.0,4.123,1.48,0.003723,27.4,1.1,candidate
1.81139053,8.64,77.5,12.5,14.47,0.0,0,0,0,1,1.137,5941.0,4.519,0.911,3.728e-05,7.9,1.1,false_positive
2.4376438,1.587,27.1,8.8,0.79,0.934,0,0,0,0,0.112,5927.0,4.117,1.53,1.8e-05,3.7,0.164,candidate
0.721522907,1.4521,22528.0,815.3,11.04,0.705,0,1,0,0,0.831,4893.0,4.634,0.625,4.3e-08,18.4,0.0076,candidate
0.651731691,2.4602,20524.0,347.5,71.9,0.0,0,1,0,0,1.255,5791.0,4.052,1.472,1.4e-07,61.0,0.0105,eclipsing_binary
40.069674617,9.3564,41865.0,1304.8,27.38,0.0,0,1,0,0,0.767,5911.0,4.321,1.207,8.192e-06,49.7,0.0103,eclipsing_binary
55.884827,2.283,497.6,7.7,2.11,0.025,1,0,0,0,0.752,5668.0,4.545,0.868,0.00101,97.6,0.457,false_positive
10.6840477,3.515,81901.0,395.3,26.43,0.0,0,1,0,0,1.012,3887.0,4.743,0.523,2.774e-06,228.0,0.0114,eclipsing_binary
2.305097141,1.9378,5880.0,133.4,89.22,0.0,1,0,0,0,1.286,8851.0,4.085,2.178,1.068e-06,50.3,0.0209,false_positive
18.525917446,5.9056,455660.0,2246.9,64.42,0.0,0,1,0,0,0.415,5492.0,4.533,0.887,1.358e-06,186.0,0.0031,eclipsing_binary
4.15736472,2.217,200.7,11.2,1.09,0.943,0,0,0,0,0.226,5183.0,4.558,0.782,3.936e-05,21.4,0.207,candidate
0.502454299,2.31547,37454.0,873.6,43.95,0.0,0,1,0,0,1.17,6134.0,4.498,0.901,4e-08,16.5,0.0021,eclipsing_binary
27.308150159,4.43906,388000.0,820.9,47.06,0.0,0,1,0,0,0.167,5541.0,4.574,0.739,3.938e-06,645.0,0.00874,eclipsing_binary
1.222127938,2.2613,2486.5,200.9,30.32,0.0,0,1,1,0,1.258,5157.0,4.465,0.87,4.18e-07,13.6,0.0148,eclipsing_binary
0.589753355,0.606,216.0,12.4,1.03,0.0,1,0,0,0,0.318,5414.0,4.648,0.678,1.701e-06,21.6,0.195,false_positive
0.760935268,2.77023,370600.0,1289.0,35.68,0.0,0,1,0,0,0.527,4675.0,4.74,0.511,4.5e-08,424.0,0.00134,eclipsing_binary
2.012094,2.157,74.8,9.1,0.99,0.935,0,0,0,0,0.066,5633.0,4.296,1.162,1.945e-05,9.5,0.257,candidate
1.33258772,5.187,70.8,16.0,1.13,0.0,0,0,1,1,0.634,5576.0,4.201,1.289,2.022e-05,5.9,0.47,blend
9.4767057,3.893,230.5,8.6,1.38,0.553,0,0,0,0,0.003,5911.0,4.519,0.914,0.0001668,29.7,0.413,candidate
208.54335,9.851,614.6,10.4,2.84,0.814,0,0,0,0,0.001,5533.0,4.275,1.166,0.0166,60.5,0.611,candidate
7.64370363,2.738,70.9,13.2,1.85,0.866,0,0,0,0,0.785,6120.0,3.934,2.0,6.183e-05,5.9,0.182,candidate
1.353414369,13.416,610.2,100.8,216.31,0.0,1,0,1,1,1.202,4850.0,2.865,8.586,4.606e-06,9.1,0.603,blend
